
INSERT INTO CUSTOMER (id, name) VALUES 
(14588,'20170326',6382,152,7,21),
(14589,'20170322',8061,241,4,96),
(14590,'20170306',8152,281,6,72),
(14591,'20170331',6971,338,9,225),
(14592,'20170320',8090,18,8,128),
(14593,'20170317',1087,145,10,160),
(14594,'20170328',293,54,1,10),
(14595,'20170316',4454,403,5,80),
(14596,'20170310',8798,65,10,10),
(14597,'20170329',8909,284,9,144),
(14598,'20170327',5360,135,3,90),
(14599,'20170313',1781,74,6,6),
(14600,'20170327',3022,476,10,300),
(14601,'20170328',4285,278,10,150),
(14602,'20170311',552,226,1,19),
(14603,'20170304',2150,58,5,150),
(14604,'20170322',7709,380,9,18),
(14605,'20170328',239,218,5,150),
(14606,'20170330',1060,402,8,120),
(14607,'20170317',5660,99,10,250),
(14608,'20170315',1507,237,1,26),
(14609,'20170330',6391,169,2,26),
(14610,'20170326',2042,229,4,48),
(14611,'20170316',6062,167,1,26),
(14612,'20170331',1237,402,7,154),
(14613,'20170312',4078,319,4,48),
(14614,'20170312',3316,237,9,270),
(14615,'20170331',7906,140,1,16),
(14616,'20170310',4871,141,4,76),
(14617,'20170302',5037,359,4,64),
(14618,'20170327',5754,334,4,84),
(14619,'20170323',7849,373,1,20),
(14620,'20170330',4654,462,5,40),
(14621,'20170311',5674,42,10,130),
(14622,'20170311',5024,84,7,182),
(14623,'20170330',3350,427,7,98),
(14624,'20170327',4608,148,9,198),
(14625,'20170312',8468,110,1,7),
(14626,'20170325',3987,427,9,189),
(14627,'20170306',8251,471,8,32),
(14628,'20170325',6315,224,10,140),
(14629,'20170301',7837,160,5,110),
(14630,'20170331',3213,498,6,114),
(14631,'20170308',387,237,9,270),
(14632,'20170321',7054,224,5,85),
(14633,'20170321',5077,373,3,15),
(14634,'20170309',6288,278,7,126),
(14635,'20170305',4134,427,4,36),
(14636,'20170325',2634,204,9,243),
(14637,'20170307',1609,250,7,147),
(14638,'20170320',470,283,5,115),
(14639,'20170325',9360,140,7,210),
(14640,'20170325',703,42,10,270),
(14641,'20170314',3780,241,7,161),
(14642,'20170319',1022,86,5,65),
(14643,'20170329',6246,443,7,182),
(14644,'20170309',3687,270,4,112),
(14645,'20170327',271,436,2,18),
(14646,'20170317',4386,434,6,66),
(14647,'20170330',7324,267,5,135),
(14648,'20170330',2081,257,5,50),
(14649,'20170312',2348,275,9,117),
(14650,'20170308',1614,353,7,126),
(14651,'20170325',910,499,4,96),
(14652,'20170324',8859,100,9,90),
(14653,'20170314',1248,471,8,136),
(14654,'20170328',7701,250,3,12),
(14655,'20170331',2175,353,3,36),
(14656,'20170314',9272,479,2,44),
(14657,'20170329',7319,148,1,7),
(14658,'20170309',1826,145,1,16),
(14659,'20170327',7106,224,8,24),
(14660,'20170310',1942,100,3,78),
(14661,'20170330',3628,255,5,115),
(14662,'20170310',8492,229,9,117),
(14663,'20170315',5629,221,9,36),
(14664,'20170304',4609,259,7,210),
(14665,'20170324',9755,135,6,54),
(14666,'20170330',1300,284,2,48),
(14667,'20170327',6871,407,10,70),
(14668,'20170303',409,259,2,6),
(14669,'20170302',7072,324,8,160),
(14670,'20170317',7467,223,7,210),
(14671,'20170317',4774,476,7,161),
(14672,'20170330',8240,148,4,80),
(14673,'20170306',6660,423,2,42),
(14674,'20170306',3508,250,9,234),
(14675,'20170322',4215,225,3,72),
(14676,'20170327',6217,319,8,120),
(14677,'20170305',958,434,9,72),
(14678,'20170301',9976,74,3,21),
(14679,'20170331',5963,35,6,30),
(14680,'20170313',3567,221,6,36),
(14681,'20170302',9663,229,7,175),
(14682,'20170305',6245,380,9,207),
(14683,'20170331',7807,110,6,96),
(14684,'20170326',1573,294,1,13),
(14685,'20170305',7760,226,6,54),
(14686,'20170327',1657,237,1,13),
(14687,'20170327',1144,232,5,75),
(14688,'20170320',8936,221,2,6),
(14689,'20170318',7647,320,10,120),
(14690,'20170303',8267,42,3,24),
(14691,'20170326',7610,462,7,175),
(14692,'20170316',1687,270,3,42),
(14693,'20170330',3069,402,4,76),
(14694,'20170323',3847,250,8,88),
(14695,'20170305',7931,357,6,132),
(14696,'20170304',2535,68,4,28),
(14697,'20170328',5758,232,9,144),
(14698,'20170320',6833,142,2,52),
(14699,'20170322',1149,135,3,9),
(14700,'20170330',3995,263,4,64),
(14701,'20170311',5662,206,4,68),
(14702,'20170327',2673,436,3,48),
(14703,'20170312',2660,268,5,45),
(14704,'20170311',2752,453,7,7),
(14705,'20170318',8879,140,5,145),
(14706,'20170330',80,336,10,190),
(14707,'20170303',6490,167,4,32),
(14708,'20170308',7205,110,7,42),
(14709,'20170319',3764,136,1,20),
(14710,'20170313',5790,225,5,65),
(14711,'20170329',6661,465,1,14),
(14712,'20170325',1895,499,1,20),
(14713,'20170330',2976,167,4,32),
(14714,'20170325',1607,18,9,252),
(14715,'20170313',5062,201,1,4),
(14716,'20170330',7549,275,7,35),
(14717,'20170328',4308,18,4,84),
(14718,'20170325',4423,336,10,220),
(14719,'20170305',8388,188,4,112),
(14720,'20170329',8399,255,7,49),
(14721,'20170330',1877,338,9,90),
(14722,'20170312',4739,263,10,40),
(14723,'20170323',9649,135,8,144),
(14724,'20170322',3158,334,7,35),
(14725,'20170327',2359,258,8,168),
(14726,'20170321',9272,204,3,12),
(14727,'20170322',3209,204,7,42),
(14728,'20170310',2957,336,4,104),
(14729,'20170318',3565,426,7,126),
(14730,'20170328',6195,232,2,4),
(14731,'20170321',5336,481,10,70),
(14732,'20170328',5984,204,10,60),
(14733,'20170327',9791,199,8,128),
(14734,'20170315',964,110,6,162),
(14735,'20170326',263,229,7,42),
(14736,'20170319',9212,100,5,30),
(14737,'20170307',7509,199,2,52),
(14738,'20170327',8334,54,6,6),
(14739,'20170326',8833,218,4,20),
(14740,'20170327',3111,188,2,14),
(14741,'20170328',9380,195,1,8),
(14742,'20170316',5021,339,2,8),
(14743,'20170320',1231,449,9,189),
(14744,'20170331',6063,269,4,84),
(14745,'20170301',3921,223,1,14),
(14746,'20170306',2097,427,10,110),
(14747,'20170326',5695,436,8,40),
(14748,'20170328',6024,148,5,150),
(14749,'20170324',9875,140,8,104),
(14750,'20170313',8309,278,5,85),
(14751,'20170314',1061,449,10,150),
(14752,'20170303',6600,336,3,63),
(14753,'20170304',6829,324,10,240),
(14754,'20170319',4407,312,7,91),
(14755,'20170314',6469,318,2,4),
(14756,'20170324',5092,299,5,105),
(14757,'20170331',9743,325,8,240),
(14758,'20170323',2138,24,8,80),
(14759,'20170320',5765,268,1,24),
(14760,'20170329',9054,201,6,6),
(14761,'20170320',3035,225,6,102),
(14762,'20170322',9608,124,5,70),
(14763,'20170331',282,436,5,120),
(14764,'20170306',1858,224,5,20),
(14765,'20170315',5128,318,9,171),
(14766,'20170304',2914,324,4,52),
(14767,'20170326',3270,24,4,92),
(14768,'20170323',1477,278,2,52),
(14769,'20170301',1347,65,8,120),
(14770,'20170310',5754,357,1,15),
(14771,'20170311',7062,357,6,96),
(14772,'20170323',7419,169,5,35),
(14773,'20170316',4505,449,1,17),
(14774,'20170314',2253,336,7,7),
(14775,'20170325',1560,499,9,189),
(14776,'20170314',4647,136,5,20),
(14777,'20170328',3505,169,3,69),
(14778,'20170321',4307,426,3,12),
(14779,'20170322',4128,54,5,5),
(14780,'20170302',9472,324,4,116),
(14781,'20170324',2700,334,6,144),
(14782,'20170331',9847,14,1,29),
(14783,'20170307',107,471,2,60),
(14784,'20170321',3113,80,5,100),
(14785,'20170330',9450,334,6,138),
(14786,'20170326',8181,230,3,12),
(14787,'20170301',2868,324,5,10),
(14788,'20170320',3252,124,10,180),
(14789,'20170318',6516,229,7,203),
(14790,'20170307',7243,160,3,51),
(14791,'20170324',9199,160,7,126),
(14792,'20170328',4066,258,6,36),
(14793,'20170330',7206,195,7,91),
(14794,'20170326',8185,135,8,64),
(14795,'20170327',3463,86,7,112),
(14796,'20170302',498,145,6,24),
(14797,'20170321',7547,339,1,29),
(14798,'20170319',4537,195,2,14),
(14799,'20170330',9718,449,10,240),
(14800,'20170313',6825,453,1,16),
(14801,'20170314',5321,263,4,4),
(14802,'20170313',3902,353,3,3),
(14803,'20170320',979,373,5,25),
(14804,'20170307',6197,259,9,207),
(14805,'20170330',9723,152,7,147),
(14806,'20170320',3857,449,5,15),
(14807,'20170319',5305,226,1,15),
(14808,'20170330',4473,421,5,10),
(14809,'20170326',2881,436,6,30),
(14810,'20170327',5809,152,3,3),
(14811,'20170322',4828,263,6,180),
(14812,'20170326',149,311,6,60),
(14813,'20170323',6171,299,5,30),
(14814,'20170320',3668,1,10,250),
(14815,'20170329',5148,338,9,234),
(14816,'20170321',5131,370,4,80),
(14817,'20170319',3986,283,6,42),
(14818,'20170329',1888,1,10,50),
(14819,'20170312',1908,84,2,36),
(14820,'20170309',3223,336,7,35),
(14821,'20170329',4847,426,2,6),
(14822,'20170322',19,188,4,116),
(14823,'20170316',5782,275,9,117),
(14824,'20170304',8803,471,6,84),
(14825,'20170322',5277,205,3,66),
(14826,'20170315',4720,229,1,3),
(14827,'20170304',8156,24,1,8),
(14828,'20170324',5091,278,6,60),
(14829,'20170330',4129,13,1,10),
(14830,'20170311',2764,126,3,72),
(14831,'20170302',4336,206,10,10),
(14832,'20170331',8002,498,3,12),
(14833,'20170314',200,471,4,52),
(14834,'20170303',7448,74,2,40),
(14835,'20170317',9894,24,6,48),
(14836,'20170327',673,169,8,128),
(14837,'20170312',3963,336,2,18),
(14838,'20170322',7173,54,7,63),
(14839,'20170331',374,402,2,42),
(14840,'20170322',8035,167,1,30),
(14841,'20170322',1173,241,8,112),
(14842,'20170327',7677,312,10,20),
(14843,'20170331',9277,268,2,56),
(14844,'20170304',4190,281,4,88),
(14845,'20170330',5602,338,4,76),
(14846,'20170327',9775,334,9,198),
(14847,'20170310',5565,479,4,92),
(14848,'20170314',4941,224,8,232),
(14849,'20170315',1276,481,2,10),
(14850,'20170312',5620,74,5,120),
(14851,'20170314',4804,318,5,90),
(14852,'20170323',4293,229,8,144),
(14853,'20170307',4162,281,5,25),
(14854,'20170308',9874,226,3,54),
(14855,'20170308',9716,199,9,63),
(14856,'20170308',6625,110,8,104),
(14857,'20170330',8950,35,2,10),
(14858,'20170318',4215,287,10,110),
(14859,'20170322',7287,68,4,52),
(14860,'20170309',3917,80,10,140),
(14861,'20170309',6426,268,9,54),
(14862,'20170320',6784,421,5,30),
(14863,'20170310',9130,223,7,21),
(14864,'20170318',8997,124,3,39),
(14865,'20170329',8466,465,10,10),
(14866,'20170301',9751,324,1,26),
(14867,'20170321',9818,380,4,36),
(14868,'20170320',2019,188,9,63),
(14869,'20170307',5056,99,4,48),
(14870,'20170331',6238,423,10,190),
(14871,'20170312',268,275,6,156),
(14872,'20170329',6538,148,3,12),
(14873,'20170305',8387,58,6,138),
(14874,'20170329',8509,232,7,147),
(14875,'20170324',2187,230,2,38),
(14876,'20170316',3460,426,8,56),
(14877,'20170301',3882,65,10,220),
(14878,'20170327',8980,334,3,75),
(14879,'20170312',9675,225,5,5),
(14880,'20170315',5697,86,8,152),
(14881,'20170329',7543,169,7,112),
(14882,'20170314',3895,481,3,24),
(14883,'20170318',8998,221,8,104),
(14884,'20170325',6526,499,10,30),
(14885,'20170319',7560,287,2,46),
(14886,'20170326',6870,465,1,30),
(14887,'20170327',8039,74,1,6),
(14888,'20170326',3064,327,4,116),
(14889,'20170315',9851,318,1,11),
(14890,'20170303',5890,319,8,128),
(14891,'20170306',8434,471,10,10),
(14892,'20170308',3063,257,10,160),
(14893,'20170322',7116,336,4,8),
(14894,'20170314',9636,199,5,145),
(14895,'20170320',620,205,9,153),
(14896,'20170309',9382,427,3,33),
(14897,'20170317',9656,99,4,16),
(14898,'20170301',2606,218,8,16),
(14899,'20170312',1671,225,8,104),
(14900,'20170303',5740,259,7,84),
(14901,'20170322',9071,225,3,18),
(14902,'20170326',2606,225,9,261),
(14903,'20170306',8042,403,5,25),
(14904,'20170319',2695,426,2,40),
(14905,'20170327',2201,58,1,6),
(14906,'20170317',8608,205,1,16),
(14907,'20170331',3937,13,8,232),
(14908,'20170310',6120,357,4,40),
(14909,'20170326',2017,407,1,11),
(14910,'20170303',6408,281,4,112),
(14911,'20170328',2500,142,8,208),
(14912,'20170314',8369,370,5,110),
(14913,'20170312',6697,65,9,81),
(14914,'20170323',7670,476,6,84),
(14915,'20170301',5338,86,3,15),
(14916,'20170323',158,86,5,95),
(14917,'20170303',1877,357,3,18),
(14918,'20170326',3453,148,4,36),
(14919,'20170317',6165,84,6,132),
(14920,'20170314',4953,373,7,210),
(14921,'20170307',6640,250,4,28),
(14922,'20170319',6292,318,6,6),
(14923,'20170326',8833,49,4,104),
(14924,'20170319',5689,223,3,75),
(14925,'20170305',511,211,2,16),
(14926,'20170327',1631,436,5,30),
(14927,'20170323',4592,336,4,16),
(14928,'20170302',3060,336,2,54),
(14929,'20170310',4463,287,10,260),
(14930,'20170331',6961,284,10,90),
(14931,'20170326',3682,42,6,78),
(14932,'20170323',3912,135,2,54),
(14933,'20170314',4027,218,6,42),
(14934,'20170331',873,243,9,72),
(14935,'20170317',6517,278,2,38),
(14936,'20170304',2518,324,6,174),
(14937,'20170323',8575,124,1,23),
(14938,'20170309',6746,80,5,130),
(14939,'20170306',2315,324,9,270),
(14940,'20170326',5784,18,10,240),
(14941,'20170328',3100,232,10,10),
(14942,'20170303',5206,259,4,60),
(14943,'20170328',411,140,2,24),
(14944,'20170301',4641,380,6,102),
(14945,'20170314',4029,68,1,17),
(14946,'20170323',1174,84,1,29),
(14947,'20170321',6210,312,4,16),
(14948,'20170327',713,436,5,65),
(14949,'20170312',7611,250,1,12),
(14950,'20170307',5200,68,4,116),
(14951,'20170329',3940,86,10,160),
(14952,'20170330',3401,232,1,19),
(14953,'20170327',4148,148,10,100),
(14954,'20170330',2621,195,8,88),
(14955,'20170330',2602,221,6,78),
(14956,'20170322',9468,334,10,300),
(14957,'20170323',1848,312,4,32),
(14958,'20170329',963,195,2,50),
(14959,'20170325',9140,443,9,54),
(14960,'20170330',9492,35,7,35),
(14961,'20170317',3680,18,1,27),
(14962,'20170319',3639,110,5,130),
(14963,'20170329',4592,338,9,198),
(14964,'20170310',7180,99,3,84),
(14965,'20170329',1273,357,10,190),
(14966,'20170304',1414,428,7,49),
(14967,'20170323',914,319,9,243),
(14968,'20170315',7459,373,10,90),
(14969,'20170316',2054,201,3,48),
(14970,'20170317',8152,95,4,88),
(14971,'20170302',961,283,8,120),
(14972,'20170330',6920,13,2,6),
(14973,'20170308',8207,206,6,102),
(14974,'20170322',3602,403,3,42),
(14975,'20170314',7950,49,3,30),
(14976,'20170322',2448,255,8,72),
(14977,'20170331',5216,152,5,125),
(14978,'20170317',4457,453,2,26),
(14979,'20170313',6198,110,5,150),
(14980,'20170327',3229,14,9,153),
(14981,'20170330',1577,334,1,25),
(14982,'20170324',2415,267,4,96),
(14983,'20170331',4476,434,7,154),
(14984,'20170330',2093,299,8,240),
(14985,'20170318',1459,65,7,210),
(14986,'20170324',9725,476,8,168),
(14987,'20170326',7254,407,6,84),
(14988,'20170319',6299,311,10,120),
(14989,'20170307',4377,434,2,40),
(14990,'20170331',4928,269,7,119),
(14991,'20170323',5516,370,6,84),
(14992,'20170317',9530,110,1,12),
(14993,'20170331',6949,65,5,105),
(14994,'20170331',5208,148,3,69),
(14995,'20170303',844,471,8,152),
(14996,'20170323',1299,58,7,63),
(14997,'20170324',9178,476,7,56),
(14998,'20170302',420,312,6,30),
(14999,'20170302',181,479,6,120),
(15000,'20170301',6966,255,4,84)
INSERT INTO INVOICE (invoice_number ,invoice_date ,customer_id ,product_id, quantity,summa) VALUES 
(15001,'20170408',9850,380,1,27),
(15002,'20170413',626,14,2,4),
(15003,'20170418',4455,224,3,78),
(15004,'20170425',2369,56,10,250),
(15005,'20170420',7733,312,3,24),
(15006,'20170424',2132,482,4,20),
(15007,'20170421',8844,198,7,182),
(15008,'20170413',3531,205,7,49),
(15009,'20170401',3880,373,10,290),
(15010,'20170413',5589,270,10,210),
(15011,'20170418',6569,481,2,46),
(15012,'20170418',6793,325,9,252),
(15013,'20170419',1117,420,7,126),
(15014,'20170401',1682,152,2,14),
(15015,'20170405',7481,54,10,20),
(15016,'20170418',872,257,2,36),
(15017,'20170427',1616,240,1,17),
(15018,'20170420',6685,237,3,63),
(15019,'20170418',4629,339,9,180),
(15020,'20170428',9045,411,1,9),
(15021,'20170414',8123,140,5,65),
(15022,'20170404',535,283,1,17),
(15023,'20170419',3376,437,10,230),
(15024,'20170419',5735,86,2,20),
(15025,'20170411',6695,327,5,125),
(15026,'20170430',5188,268,1,26),
(15027,'20170418',7979,481,7,189),
(15028,'20170402',8124,325,8,56),
(15029,'20170424',4703,267,9,45),
(15030,'20170411',1365,257,4,80),
(15031,'20170424',125,243,6,102),
(15032,'20170412',5411,263,4,40),
(15033,'20170406',478,24,1,24),
(15034,'20170401',2049,69,1,11),
(15035,'20170413',4513,256,8,8),
(15036,'20170424',4918,456,7,21),
(15037,'20170408',6624,167,9,180),
(15038,'20170430',7569,377,5,80),
(15039,'20170405',3148,136,3,63),
(15040,'20170411',2535,110,4,88),
(15041,'20170405',3291,310,8,200),
(15042,'20170412',4951,219,10,80),
(15043,'20170425',278,362,8,200),
(15044,'20170406',312,439,1,27),
(15045,'20170407',3949,255,10,10),
(15046,'20170423',5294,436,1,14),
(15047,'20170409',5471,270,6,12),
(15048,'20170423',7640,227,4,12),
(15049,'20170404',2667,380,6,156),
(15050,'20170416',2692,199,7,77),
(15051,'20170402',2548,421,3,42),
(15052,'20170404',8913,229,7,28),
(15053,'20170422',4152,246,7,196),
(15054,'20170402',8116,243,6,42),
(15055,'20170407',8154,243,2,48),
(15056,'20170410',2810,86,10,40),
(15057,'20170425',9896,227,7,14),
(15058,'20170429',1932,456,4,120),
(15059,'20170404',6830,68,6,120),
(15060,'20170428',7967,411,10,220),
(15061,'20170420',4923,12,9,180),
(15062,'20170406',123,258,3,6),
(15063,'20170401',3860,232,9,72),
(15064,'20170406',7657,241,8,160),
(15065,'20170427',4892,348,1,1),
(15066,'20170418',6561,421,7,126),
(15067,'20170429',5467,146,9,144),
(15068,'20170409',3370,12,4,92),
(15069,'20170426',5958,362,2,54),
(15070,'20170420',8501,222,4,40),
(15071,'20170418',2683,402,4,48),
(15072,'20170419',4318,211,2,60),
(15073,'20170415',1446,135,2,22),
(15074,'20170423',8982,84,1,7),
(15075,'20170411',5651,199,5,55),
(15076,'20170406',391,223,10,10),
(15077,'20170408',6885,160,3,15),
(15078,'20170406',4960,353,5,85),
(15079,'20170427',6506,348,3,36),
(15080,'20170413',6652,258,9,126),
(15081,'20170409',599,479,8,128),
(15082,'20170416',9518,74,2,20),
(15083,'20170413',2620,436,5,85),
(15084,'20170427',2422,74,7,70),
(15085,'20170405',2936,480,6,36),
(15086,'20170406',8815,359,10,190),
(15087,'20170408',4127,476,6,84),
(15088,'20170413',6878,224,2,42),
(15089,'20170424',7487,348,5,145),
(15090,'20170415',6106,472,10,100),
(15091,'20170422',3674,198,7,168),
(15092,'20170421',6590,281,6,36),
(15093,'20170427',2280,14,5,10),
(15094,'20170422',8947,1,8,32),
(15095,'20170406',4694,270,2,20),
(15096,'20170423',2962,453,5,75),
(15097,'20170411',370,205,7,189),
(15098,'20170419',5228,420,1,5),
(15099,'20170404',8164,278,6,150),
(15100,'20170408',6623,135,1,29),
(15101,'20170414',6334,258,8,128),
(15102,'20170421',3346,80,9,162),
(15103,'20170428',36,136,6,42),
(15104,'20170414',8319,263,8,224),
(15105,'20170410',496,310,5,110),
(15106,'20170405',3863,339,1,10),
(15107,'20170428',8977,359,3,6),
(15108,'20170407',4139,278,9,9),
(15109,'20170430',7568,486,10,200),
(15110,'20170409',5648,243,5,125),
(15111,'20170427',3165,411,6,66),
(15112,'20170428',9001,334,5,70),
(15113,'20170404',943,426,9,171),
(15114,'20170426',8784,224,4,120),
(15115,'20170423',5381,69,3,66),
(15116,'20170407',5061,223,2,12),
(15117,'20170409',8786,110,3,42),
(15118,'20170419',2524,210,8,128),
(15119,'20170422',3331,222,7,7),
(15120,'20170419',7283,201,7,119),
(15121,'20170412',7390,294,6,180),
(15122,'20170411',7619,281,1,27),
(15123,'20170423',6347,237,7,21),
(15124,'20170409',6814,403,2,2),
(15125,'20170425',8391,152,9,234),
(15126,'20170418',9277,357,3,75),
(15127,'20170420',226,486,5,30),
(15128,'20170402',7602,223,5,20),
(15129,'20170408',2873,426,7,112),
(15130,'20170428',7155,150,9,198),
(15131,'20170404',2369,345,7,42),
(15132,'20170412',3079,215,8,184),
(15133,'20170414',3671,421,4,8),
(15134,'20170415',5186,169,6,138),
(15135,'20170421',6970,257,6,156),
(15136,'20170428',697,150,4,72),
(15137,'20170404',5833,284,3,87),
(15138,'20170420',2181,227,3,33),
(15139,'20170404',3287,426,4,88),
(15140,'20170408',4804,311,6,162),
(15141,'20170412',9024,420,4,92),
(15142,'20170424',397,284,2,26),
(15143,'20170417',8781,270,5,75),
(15144,'20170414',9064,299,1,27),
(15145,'20170412',2950,188,2,28),
(15146,'20170429',7239,84,1,27),
(15147,'20170426',2013,353,6,174),
(15148,'20170426',56,240,3,24),
(15149,'20170416',6725,205,4,92),
(15150,'20170429',4825,210,7,126),
(15151,'20170419',5558,287,3,48),
(15152,'20170412',6078,475,1,17),
(15153,'20170406',5140,465,5,75),
(15154,'20170421',8963,299,8,208),
(15155,'20170413',9200,215,3,54),
(15156,'20170403',5863,403,1,4),
(15157,'20170426',9571,437,10,250),
(15158,'20170402',1878,223,1,22),
(15159,'20170430',573,33,5,135),
(15160,'20170418',1757,86,9,54),
(15161,'20170422',8500,240,5,120),
(15162,'20170410',5913,336,2,60),
(15163,'20170411',9552,257,3,84),
(15164,'20170420',6707,380,10,250),
(15165,'20170428',1927,465,6,120),
(15166,'20170418',863,273,4,16),
(15167,'20170417',1148,135,8,32),
(15168,'20170424',7736,35,8,200),
(15169,'20170428',23,472,2,30),
(15170,'20170417',8058,476,4,108),
(15171,'20170428',6488,56,3,60),
(15172,'20170402',7406,148,10,300),
(15173,'20170423',2816,269,6,114),
(15174,'20170430',9515,113,7,126),
(15175,'20170428',5255,132,9,81),
(15176,'20170420',4456,221,1,16),
(15177,'20170421',5680,338,5,60),
(15178,'20170430',8247,377,10,150),
(15179,'20170427',3825,411,8,40),
(15180,'20170417',6068,325,5,100),
(15181,'20170404',999,232,1,23),
(15182,'20170408',1643,255,5,145),
(15183,'20170429',4305,437,1,24),
(15184,'20170401',4489,345,6,102),
(15185,'20170414',2538,74,9,153),
(15186,'20170428',867,475,3,57),
(15187,'20170427',230,320,1,2),
(15188,'20170420',2503,227,3,54),
(15189,'20170411',9424,1,1,12),
(15190,'20170424',6445,54,7,70),
(15191,'20170422',2889,24,2,36),
(15192,'20170417',2448,472,4,52),
(15193,'20170421',9652,270,8,184),
(15194,'20170405',4365,325,5,35),
(15195,'20170427',8156,201,2,38),
(15196,'20170423',2889,437,7,91),
(15197,'20170409',218,199,9,270),
(15198,'20170428',7176,256,2,54),
(15199,'20170406',863,99,3,78),
(15200,'20170415',8792,299,6,18),
(15201,'20170409',3972,195,3,36),
(15202,'20170426',8518,132,1,30),
(15203,'20170428',107,420,7,63),
(15204,'20170402',5924,80,3,60),
(15205,'20170401',5109,142,6,36),
(15206,'20170402',8171,296,4,48),
(15207,'20170415',7252,476,6,30),
(15208,'20170423',2351,334,6,96),
(15209,'20170427',44,56,9,252),
(15210,'20170427',2550,195,10,200),
(15211,'20170423',9710,219,6,168),
(15212,'20170404',8285,310,4,68),
(15213,'20170424',6269,263,8,48),
(15214,'20170412',7580,218,2,52),
(15215,'20170412',9531,65,9,63),
(15216,'20170426',1721,222,1,24),
(15217,'20170430',9064,241,2,28),
(15218,'20170401',701,142,2,8),
(15219,'20170405',7110,86,6,150),
(15220,'20170429',7679,377,2,38),
(15221,'20170430',3002,113,10,230),
(15222,'20170421',9708,486,7,119),
(15223,'20170410',8,49,3,81),
(15224,'20170428',9026,210,4,80),
(15225,'20170419',5807,224,6,132),
(15226,'20170420',6671,326,8,112),
(15227,'20170414',9638,361,1,4),
(15228,'20170408',213,476,7,35),
(15229,'20170430',5243,361,6,120),
(15230,'20170413',4253,273,6,30),
(15231,'20170406',1538,439,4,60),
(15232,'20170406',1118,58,9,117),
(15233,'20170428',3957,146,3,66),
(15234,'20170422',5269,229,6,66),
(15235,'20170415',3431,407,5,20),
(15236,'20170421',8472,263,6,90),
(15237,'20170413',2578,42,7,70),
(15238,'20170427',1,227,10,120),
(15239,'20170430',1115,199,3,66),
(15240,'20170420',7194,227,8,104),
(15241,'20170415',2714,148,3,42),
(15242,'20170427',477,434,7,77),
(15243,'20170404',4993,58,8,240),
(15244,'20170419',9106,436,10,270),
(15245,'20170430',1711,33,8,184),
(15246,'20170407',1610,126,2,52),
(15247,'20170421',7193,198,1,14),
(15248,'20170414',8872,224,1,30),
(15249,'20170405',4477,225,7,7),
(15250,'20170401',89,480,1,7),
(15251,'20170417',3621,486,7,175),
(15252,'20170427',71,373,10,130),
(15253,'20170413',4413,320,5,80),
(15254,'20170404',3823,476,8,88),
(15255,'20170411',7636,407,10,50),
(15256,'20170410',9359,49,10,210),
(15257,'20170406',9938,84,3,63),
(15258,'20170429',6029,348,10,220),
(15259,'20170420',1551,269,5,135),
(15260,'20170425',6812,423,7,119),
(15261,'20170430',1263,100,1,5),
(15262,'20170424',671,68,4,96),
(15263,'20170430',5873,33,7,84),
(15264,'20170401',4271,299,8,160),
(15265,'20170415',4412,225,4,80),
(15266,'20170409',8384,479,2,28),
(15267,'20170404',5875,1,4,4),
(15268,'20170422',3014,311,7,154),
(15269,'20170430',7447,33,1,6),
(15270,'20170418',6123,35,1,18),
(15271,'20170421',6927,361,8,128),
(15272,'20170421',1294,294,3,72),
(15273,'20170409',4147,312,1,11),
(15274,'20170413',8977,251,5,65),
(15275,'20170414',9756,296,7,7),
(15276,'20170429',63,56,4,48),
(15277,'20170401',8813,237,4,72),
(15278,'20170403',8796,69,4,8),
(15279,'20170415',1761,250,6,174),
(15280,'20170430',9081,33,9,198),
(15281,'20170427',7195,169,6,24),
(15282,'20170424',3216,56,4,84),
(15283,'20170415',4988,49,4,68),
(15284,'20170410',9619,250,6,18),
(15285,'20170410',5493,498,4,44),
(15286,'20170411',6593,294,3,60),
(15287,'20170430',2764,485,6,132),
(15288,'20170414',815,275,4,60),
(15289,'20170419',8992,486,10,100),
(15290,'20170406',1611,281,2,6),
(15291,'20170422',6623,215,10,20),
(15292,'20170421',3563,65,10,160),
(15293,'20170409',4700,14,7,147),
(15294,'20170401',3809,421,7,119),
(15295,'20170410',7487,241,4,76),
(15296,'20170404',5815,232,8,168),
(15297,'20170421',6436,357,7,42),
(15298,'20170412',7689,211,4,84),
(15299,'20170430',7772,229,7,105),
(15300,'20170420',579,423,4,48),
(15301,'20170404',8616,403,10,40),
(15302,'20170424',6375,243,3,60),
(15303,'20170425',636,95,9,18),
(15304,'20170420',3156,326,7,196),
(15305,'20170427',3665,54,7,21),
(15306,'20170430',774,362,2,8),
(15307,'20170422',2564,258,4,36),
(15308,'20170415',3034,100,7,133),
(15309,'20170420',6308,222,1,2),
(15310,'20170408',7869,160,7,77),
(15311,'20170413',7083,357,2,24),
(15312,'20170428',9147,482,9,216),
(15313,'20170423',9375,462,4,52),
(15314,'20170424',6379,348,8,168),
(15315,'20170407',3746,218,1,25),
(15316,'20170428',1703,218,5,65),
(15317,'20170418',9833,14,5,115),
(15318,'20170404',7086,359,2,58),
(15319,'20170413',6787,148,7,126),
(15320,'20170430',9845,56,6,90),
(15321,'20170430',1508,339,8,168),
(15322,'20170424',5994,237,7,168),
(15323,'20170404',1246,1,1,5),
